sample,timestamp_s,d_raw_m,a_raw_ms2,d_est_m,v_est_ms,a_est_ms2,v_used_ms,TTC_s,label
773,38.5896,0.1804,-0.0280,0.1959,0.0124,-0.0281,-0.0011,15.0000,STATIONNAIRE
774,38.5898,0.1804,0.0127,0.1949,0.0113,0.0126,-0.0021,15.0000,STATIONNAIRE
775,38.5901,0.1804,-0.0029,0.1939,0.0095,-0.0030,-0.0028,15.0000,STATIONNAIRE
776,38.6294,0.1804,0.0342,0.1930,0.0096,0.0341,-0.0029,15.0000,STATIONNAIRE
777,38.6772,0.1804,0.0139,0.1922,0.0089,0.0138,-0.0027,15.0000,STATIONNAIRE
778,38.7244,0.1804,-0.0101,0.1914,0.0070,-0.0101,-0.0031,15.0000,STATIONNAIRE
779,38.7721,0.1804,-0.0029,0.1905,0.0056,-0.0030,-0.0037,15.0000,STATIONNAIRE
780,38.8199,0.1804,0.0043,0.1898,0.0047,0.0042,-0.0040,15.0000,STATIONNAIRE
781,39.0807,0.1804,0.0103,0.1890,0.0041,0.0102,-0.0041,15.0000,STATIONNAIRE
782,39.0811,0.1804,0.0031,0.1883,0.0033,0.0031,-0.0042,15.0000,STATIONNAIRE
783,39.0814,0.1804,0.0294,0.1877,0.0039,0.0293,-0.0038,15.0000,STATIONNAIRE
784,39.0816,0.1804,0.0079,0.1871,0.0034,0.0079,-0.0034,15.0000,STATIONNAIRE
785,39.0819,0.1804,-0.0077,0.1866,0.0023,-0.0077,-0.0035,15.0000,STATIONNAIRE
786,39.1206,0.1804,-0.0352,0.1860,-0.0002,-0.0352,-0.0044,15.0000,STATIONNAIRE
787,39.1683,0.1804,-0.0065,0.1854,-0.0011,-0.0066,-0.0051,15.0000,STATIONNAIRE
788,39.2154,0.1804,0.0043,0.1849,-0.0014,0.0043,-0.0053,15.0000,STATIONNAIRE
789,39.2780,0.1804,0.0019,0.1844,-0.0018,0.0019,-0.0053,15.0000,STATIONNAIRE
790,39.3257,0.1804,0.0103,0.1839,-0.0017,0.0103,-0.0050,15.0000,STATIONNAIRE
791,39.5628,0.1804,-0.0232,0.1834,-0.0033,-0.0232,-0.0053,15.0000,STATIONNAIRE
792,39.5632,0.1804,0.0007,0.1830,-0.0036,0.0007,-0.0056,15.0000,STATIONNAIRE
793,39.5634,0.1804,-0.0041,0.1825,-0.0040,-0.0041,-0.0056,15.0000,STATIONNAIRE
794,39.5636,0.1804,0.0247,0.1822,-0.0030,0.0247,-0.0051,15.0000,STATIONNAIRE
795,39.5802,0.1804,-0.0125,0.1818,-0.0038,-0.0125,-0.0048,15.0000,STATIONNAIRE
796,39.6275,0.1804,0.0079,0.1815,-0.0036,0.0079,-0.0047,15.0000,STATIONNAIRE
797,39.6756,0.1804,0.0175,0.1813,-0.0028,0.0175,-0.0041,15.0000,STATIONNAIRE
798,39.7233,0.1804,-0.0065,0.1810,-0.0032,-0.0065,-0.0038,15.0000,STATIONNAIRE
799,39.7709,0.1804,0.0151,0.1809,-0.0025,0.0151,-0.0034,15.0000,STATIONNAIRE
800,39.8195,0.1804,-0.0101,0.1807,-0.0030,-0.0101,-0.0032,15.0000,STATIONNAIRE
801,40.0561,0.1804,-0.0137,0.1805,-0.0037,-0.0137,-0.0034,15.0000,STATIONNAIRE
802,40.0565,0.1804,-0.0041,0.1803,-0.0039,-0.0041,-0.0035,15.0000,STATIONNAIRE
803,40.0567,0.1804,-0.0149,0.1801,-0.0046,-0.0149,-0.0037,15.0000,STATIONNAIRE
804,40.0569,0.1804,-0.0137,0.1799,-0.0053,-0.0137,-0.0041,15.0000,STATIONNAIRE
805,40.0738,0.1804,0.0019,0.1798,-0.0051,0.0019,-0.0041,15.0000,STATIONNAIRE
806,40.1216,0.1804,0.0091,0.1796,-0.0045,0.0091,-0.0038,15.0000,STATIONNAIRE
807,40.1693,0.1804,-0.0149,0.1795,-0.0052,-0.0149,-0.0037,15.0000,STATIONNAIRE
808,40.2167,0.1804,0.0223,0.1794,-0.0039,0.0223,-0.0033,15.0000,STATIONNAIRE
809,40.2645,0.1804,-0.0101,0.1793,-0.0043,-0.0101,-0.0030,15.0000,STATIONNAIRE
810,40.3282,0.1804,0.0115,0.1792,-0.0036,0.0115,-0.0027,15.0000,STATIONNAIRE
811,40.5651,0.1804,0.0007,0.1792,-0.0034,0.0007,-0.0023,15.0000,STATIONNAIRE
812,40.5655,0.1804,-0.0173,0.1791,-0.0041,-0.0173,-0.0024,15.0000,STATIONNAIRE
813,40.5657,0.1804,0.0139,0.1791,-0.0032,0.0139,-0.0022,15.0000,STATIONNAIRE
814,40.5659,0.1804,-0.0005,0.1791,-0.0031,-0.0005,-0.0019,15.0000,STATIONNAIRE
815,40.5662,0.1804,0.0139,0.1791,-0.0022,0.0139,-0.0015,15.0000,STATIONNAIRE
816,40.6286,0.1804,-0.0137,0.1791,-0.0028,-0.0137,-0.0013,15.0000,STATIONNAIRE
817,40.6760,0.1804,-0.0029,0.1791,-0.0027,-0.0029,-0.0014,15.0000,STATIONNAIRE
818,40.7237,0.1804,-0.0041,0.1791,-0.0028,-0.0041,-0.0014,15.0000,STATIONNAIRE
819,40.7712,0.1933,-0.0041,0.1804,-0.0014,-0.0040,0.0120,15.0000,ÉLOIGNEMENT
820,40.8179,0.1610,-0.0053,0.1784,-0.0038,-0.0054,-0.0220,8.0973,APPROCHE
821,41.0757,0.1336,-0.0101,0.1736,-0.0093,-0.0104,-0.0501,3.4679,APPROCHE
822,41.0762,0.1509,0.0199,0.1709,-0.0107,0.0197,-0.0305,5.6099,APPROCHE
823,41.0765,0.1676,-0.0029,0.1701,-0.0112,-0.0029,-0.0122,13.9510,APPROCHE
824,41.0767,0.1676,0.0175,0.1693,-0.0105,0.0175,-0.0117,14.4664,APPROCHE
825,41.0770,0.1610,-0.0017,0.1680,-0.0115,-0.0017,-0.0180,9.3127,APPROCHE
826,41.1188,0.1706,0.0115,0.1678,-0.0105,0.0115,-0.0073,15.0000,STATIONNAIRE
827,41.1667,0.1643,0.0139,0.1670,-0.0102,0.0139,-0.0131,12.7480,APPROCHE
828,41.2149,0.1676,-0.0113,0.1666,-0.0106,-0.0113,-0.0091,15.0000,STATIONNAIRE
829,41.2782,0.1578,0.0007,0.1652,-0.0115,0.0006,-0.0190,8.7003,APPROCHE
830,41.3263,0.1543,0.0079,0.1636,-0.0122,0.0078,-0.0217,7.5273,APPROCHE
831,41.5793,0.1676,-0.0017,0.1634,-0.0118,-0.0017,-0.0070,15.0000,STATIONNAIRE
832,41.5797,0.1406,-0.0077,0.1606,-0.0146,-0.0078,-0.0349,4.6017,APPROCHE
833,41.5799,0.1235,0.0043,0.1561,-0.0184,0.0041,-0.0515,3.0302,APPROCHE
834,41.5801,0.1303,-0.0005,0.1526,-0.0212,-0.0006,-0.0428,3.5640,APPROCHE
835,41.5804,0.1274,-0.0209,0.1491,-0.0249,-0.0210,-0.0450,3.3114,APPROCHE
836,41.6232,0.1062,0.0007,0.1436,-0.0295,0.0004,-0.0661,2.1721,APPROCHE
837,41.6707,0.1062,-0.0089,0.1384,-0.0339,-0.0091,-0.0644,2.1493,APPROCHE
838,41.7189,0.1096,0.0019,0.1339,-0.0368,0.0017,-0.0592,2.2635,APPROCHE
839,41.7667,0.1096,-0.0149,0.1298,-0.0400,-0.0150,-0.0578,2.2472,APPROCHE
840,41.8142,0.1063,0.0175,0.1256,-0.0415,0.0173,-0.0593,2.1165,APPROCHE
841,42.0456,0.1027,0.0055,0.1214,-0.0436,0.0054,-0.0608,1.9956,APPROCHE
842,42.0460,0.1027,-0.0101,0.1175,-0.0459,-0.0102,-0.0589,1.9966,APPROCHE
843,42.0462,0.1027,0.0091,0.1140,-0.0468,0.0090,-0.0567,2.0088,APPROCHE
844,42.0464,0.1062,-0.0005,0.1111,-0.0475,-0.0005,-0.0508,2.1854,APPROCHE
845,42.0678,0.1062,0.0091,0.1084,-0.0473,0.0091,-0.0486,2.2333,APPROCHE
846,42.1151,0.1027,0.0019,0.1057,-0.0475,0.0019,-0.0499,2.1199,APPROCHE
847,42.1631,0.1027,0.0187,0.1033,-0.0467,0.0187,-0.0472,2.1886,APPROCHE
848,42.2261,0.1027,-0.0065,0.1011,-0.0468,-0.0065,-0.0448,2.2601,APPROCHE
849,42.2734,0.1027,-0.0137,0.0992,-0.0471,-0.0137,-0.0428,2.3171,APPROCHE
850,42.3209,0.1027,0.0103,0.0974,-0.0459,0.0103,-0.0406,2.4023,APPROCHE
851,42.5524,0.1027,-0.0053,0.0959,-0.0453,-0.0052,-0.0383,2.5049,APPROCHE
852,42.5528,0.1027,0.0103,0.0946,-0.0438,0.0103,-0.0360,2.6298,APPROCHE
853,42.5530,0.1027,-0.0053,0.0934,-0.0430,-0.0052,-0.0337,2.7693,APPROCHE
854,42.5533,0.1027,0.0187,0.0925,-0.0408,0.0187,-0.0313,2.9521,APPROCHE
855,42.5735,0.1027,0.0007,0.0917,-0.0394,0.0008,-0.0290,3.1676,APPROCHE
856,42.6207,0.1027,-0.0041,0.0911,-0.0381,-0.0040,-0.0270,3.3770,APPROCHE
857,42.6681,0.1027,0.0115,0.0905,-0.0361,0.0116,-0.0248,3.6461,APPROCHE
858,42.7161,0.1027,-0.0113,0.0902,-0.0351,-0.0112,-0.0230,3.9240,APPROCHE
859,42.7641,0.1027,0.0019,0.0899,-0.0334,0.0020,-0.0213,4.2244,APPROCHE
860,42.8281,0.1027,-0.0029,0.0897,-0.0320,-0.0028,-0.0196,4.5849,APPROCHE
861,43.0623,0.1027,0.0175,0.0896,-0.0295,0.0176,-0.0176,5.0897,APPROCHE
862,43.0627,0.1027,0.0031,0.0896,-0.0277,0.0032,-0.0157,5.7132,APPROCHE
863,43.0630,0.1027,0.0019,0.0897,-0.0260,0.0020,-0.0141,6.3810,APPROCHE
864,43.0633,0.1027,0.0091,0.0899,-0.0240,0.0092,-0.0124,7.2459,APPROCHE
865,43.0662,0.1027,0.0019,0.0901,-0.0223,0.0020,-0.0109,8.2956,APPROCHE
866,43.1136,0.1027,0.0151,0.0904,-0.0201,0.0152,-0.0093,15.0000,STATIONNAIRE
867,43.1775,0.1027,-0.0053,0.0908,-0.0189,-0.0052,-0.0079,15.0000,STATIONNAIRE
868,43.2250,0.1027,0.0055,0.0912,-0.0172,0.0056,-0.0068,15.0000,STATIONNAIRE
869,43.2725,0.1027,-0.0005,0.0916,-0.0158,-0.0004,-0.0057,15.0000,STATIONNAIRE
870,43.3202,0.1027,0.0019,0.0920,-0.0144,0.0020,-0.0047,15.0000,STATIONNAIRE
871,43.5729,0.1027,0.0019,0.0925,-0.0131,0.0020,-0.0038,15.0000,STATIONNAIRE
872,43.5733,0.1026,-0.0017,0.0929,-0.0119,-0.0016,-0.0031,15.0000,STATIONNAIRE
873,43.5736,0.1027,0.0187,0.0934,-0.0099,0.0187,-0.0019,15.0000,STATIONNAIRE
874,43.5740,0.1027,-0.0173,0.0939,-0.0096,-0.0172,-0.0013,15.0000,STATIONNAIRE
875,43.5744,0.1027,0.0103,0.0944,-0.0081,0.0103,-0.0007,15.0000,STATIONNAIRE
876,43.6217,0.1027,-0.0089,0.0948,-0.0076,-0.0088,-0.0002,15.0000,STATIONNAIRE
877,43.6702,0.1027,0.0103,0.0953,-0.0062,0.0103,0.0003,15.0000,STATIONNAIRE
878,43.7182,0.1027,-0.0101,0.0958,-0.0058,-0.0100,0.0007,15.0000,STATIONNAIRE
879,43.7663,0.1027,-0.0041,0.0962,-0.0052,-0.0041,0.0009,15.0000,STATIONNAIRE
880,43.8145,0.1027,-0.0029,0.0967,-0.0046,-0.0029,0.0011,15.0000,STATIONNAIRE
881,44.0670,0.1274,0.0007,0.0996,-0.0012,0.0009,0.0270,15.0000,ÉLOIGNEMENT
882,44.0675,0.2284,0.0282,0.1128,0.0145,0.0290,0.1321,15.0000,ÉLOIGNEMENT
883,44.0678,0.1610,-0.0137,0.1183,0.0191,-0.0134,0.0589,15.0000,ÉLOIGNEMENT
884,44.0681,0.1933,-0.0005,0.1269,0.0272,-0.0001,0.0916,15.0000,ÉLOIGNEMENT
885,44.0684,0.1804,-0.0472,0.1335,0.0306,-0.0468,0.0755,15.0000,ÉLOIGNEMENT
886,44.1160,0.1804,0.0043,0.1397,0.0359,0.0045,0.0735,15.0000,ÉLOIGNEMENT
887,44.1633,0.1804,0.0235,0.1455,0.0413,0.0237,0.0724,15.0000,ÉLOIGNEMENT
888,44.2265,0.1804,-0.0065,0.1509,0.0446,-0.0063,0.0710,15.0000,ÉLOIGNEMENT
889,44.2742,0.1804,0.0187,0.1560,0.0486,0.0188,0.0694,15.0000,ÉLOIGNEMENT
890,44.3217,0.1806,-0.0209,0.1606,0.0500,-0.0207,0.0676,15.0000,ÉLOIGNEMENT
891,44.5817,0.1804,0.0139,0.1649,0.0526,0.0140,0.0653,15.0000,ÉLOIGNEMENT
892,44.5821,0.1804,-0.0173,0.1688,0.0532,-0.0172,0.0630,15.0000,ÉLOIGNEMENT
893,44.5824,0.1804,0.0151,0.1724,0.0549,0.0151,0.0607,15.0000,ÉLOIGNEMENT
894,44.5826,0.1804,0.0091,0.1757,0.0559,0.0091,0.0587,15.0000,ÉLOIGNEMENT
895,44.5828,0.1804,-0.0137,0.1787,0.0554,-0.0137,0.0561,15.0000,ÉLOIGNEMENT
896,44.6239,0.1804,0.0258,0.1814,0.0566,0.0257,0.0539,15.0000,ÉLOIGNEMENT
897,44.6714,0.1804,0.0127,0.1838,0.0568,0.0127,0.0519,15.0000,ÉLOIGNEMENT
898,44.7192,0.1804,0.0187,0.1861,0.0571,0.0187,0.0499,15.0000,ÉLOIGNEMENT
899,44.7671,0.1804,-0.0065,0.1880,0.0558,-0.0065,0.0475,15.0000,ÉLOIGNEMENT
900,44.8152,0.1804,0.0115,0.1898,0.0552,0.0114,0.0451,15.0000,ÉLOIGNEMENT
901,45.0800,0.1804,-0.0209,0.1913,0.0528,-0.0209,0.0423,15.0000,ÉLOIGNEMENT
902,45.0803,0.1804,-0.0041,0.1925,0.0511,-0.0042,0.0394,15.0000,ÉLOIGNEMENT
903,45.0806,0.1804,-0.0089,0.1936,0.0491,-0.0090,0.0366,15.0000,ÉLOIGNEMENT
904,45.0808,0.1804,0.0031,0.1944,0.0475,0.0030,0.0340,15.0000,ÉLOIGNEMENT
905,45.0810,0.1804,0.0079,0.1951,0.0461,0.0078,0.0318,15.0000,ÉLOIGNEMENT
906,45.1160,0.1804,-0.0197,0.1957,0.0432,-0.0198,0.0292,15.0000,ÉLOIGNEMENT
907,45.1633,0.1804,0.0139,0.1961,0.0420,0.0138,0.0269,15.0000,ÉLOIGNEMENT
908,45.2114,0.1804,-0.0017,0.1963,0.0399,-0.0018,0.0248,15.0000,ÉLOIGNEMENT
909,45.2747,0.1804,0.0007,0.1965,0.0380,0.0006,0.0227,15.0000,ÉLOIGNEMENT
910,45.3221,0.1804,-0.0113,0.1965,0.0354,-0.0114,0.0205,15.0000,ÉLOIGNEMENT
911,45.5573,0.1804,0.0079,0.1965,0.0338,0.0078,0.0186,15.0000,ÉLOIGNEMENT
912,45.5577,0.1804,0.0163,0.1964,0.0327,0.0162,0.0172,15.0000,ÉLOIGNEMENT
913,45.5579,0.1804,-0.0077,0.1962,0.0304,-0.0078,0.0156,15.0000,ÉLOIGNEMENT
914,45.5581,0.1804,0.0294,0.1960,0.0299,0.0292,0.0144,15.0000,ÉLOIGNEMENT
915,45.5747,0.1804,0.0031,0.1957,0.0282,0.0030,0.0134,15.0000,ÉLOIGNEMENT
916,45.6222,0.1804,0.0115,0.1954,0.0269,0.0114,0.0122,15.0000,ÉLOIGNEMENT
917,45.6694,0.1804,-0.0029,0.1951,0.0250,-0.0030,0.0110,15.0000,ÉLOIGNEMENT
918,45.7170,0.1804,0.0127,0.1947,0.0238,0.0126,0.0099,15.0000,STATIONNAIRE
919,45.7647,0.1804,0.0007,0.1943,0.0221,0.0006,0.0089,15.0000,STATIONNAIRE
920,45.8119,0.1804,-0.0125,0.1939,0.0199,-0.0126,0.0075,15.0000,STATIONNAIRE
921,46.0750,0.1804,0.0151,0.1934,0.0190,0.0150,0.0065,15.0000,STATIONNAIRE
922,46.0755,0.1804,-0.0041,0.1929,0.0173,-0.0042,0.0056,15.0000,STATIONNAIRE
923,46.0758,0.1804,0.0127,0.1924,0.0164,0.0126,0.0048,15.0000,STATIONNAIRE
924,46.0761,0.1804,-0.0041,0.1919,0.0148,-0.0042,0.0041,15.0000,STATIONNAIRE
925,46.0764,0.1804,-0.0125,0.1914,0.0128,-0.0126,0.0029,15.0000,STATIONNAIRE
926,46.1126,0.1804,0.0031,0.1909,0.0117,0.0030,0.0021,15.0000,STATIONNAIRE
927,46.1600,0.1804,-0.0029,0.1903,0.0103,-0.0030,0.0013,15.0000,STATIONNAIRE
928,46.2236,0.1804,0.0199,0.1898,0.0101,0.0198,0.0010,15.0000,STATIONNAIRE
929,46.2717,0.1804,-0.0280,0.1892,0.0077,-0.0280,0.0002,15.0000,STATIONNAIRE
930,46.3197,0.1804,0.0294,0.1887,0.0081,0.0293,-0.0002,15.0000,STATIONNAIRE
931,46.5837,0.1804,0.0007,0.1882,0.0072,0.0007,-0.0002,15.0000,STATIONNAIRE
932,46.5840,0.1804,0.0103,0.1878,0.0068,0.0102,-0.0004,15.0000,STATIONNAIRE
933,46.5843,0.1804,-0.0197,0.1873,0.0050,-0.0197,-0.0010,15.0000,STATIONNAIRE
934,46.5846,0.1804,-0.0185,0.1868,0.0032,-0.0185,-0.0019,15.0000,STATIONNAIRE
935,46.5848,0.1804,0.0235,0.1863,0.0037,0.0234,-0.0021,15.0000,STATIONNAIRE
936,46.6207,0.1804,0.0067,0.1859,0.0033,0.0067,-0.0019,15.0000,STATIONNAIRE
937,46.6679,0.1804,-0.0065,0.1855,0.0024,-0.0065,-0.0021,15.0000,STATIONNAIRE
938,46.7151,0.1804,-0.0041,0.1850,0.0016,-0.0041,-0.0025,15.0000,STATIONNAIRE
939,46.7627,0.1804,0.0019,0.1846,0.0012,0.0019,-0.0026,15.0000,STATIONNAIRE
940,46.8099,0.1804,-0.0113,0.1842,0.0002,-0.0113,-0.0030,15.0000,STATIONNAIRE
941,47.0437,0.1804,-0.0041,0.1839,-0.0005,-0.0041,-0.0033,15.0000,STATIONNAIRE
942,47.0441,0.1804,-0.0017,0.1835,-0.0009,-0.0017,-0.0035,15.0000,STATIONNAIRE
943,47.0443,0.1804,-0.0089,0.1831,-0.0017,-0.0089,-0.0037,15.0000,STATIONNAIRE
944,47.0445,0.1804,0.0103,0.1828,-0.0015,0.0103,-0.0037,15.0000,STATIONNAIRE
945,47.0620,0.1804,-0.0149,0.1824,-0.0025,-0.0149,-0.0038,15.0000,STATIONNAIRE
946,47.1095,0.1804,0.0007,0.1821,-0.0027,0.0007,-0.0040,15.0000,STATIONNAIRE
947,47.1730,0.1804,-0.0065,0.1818,-0.0032,-0.0065,-0.0041,15.0000,STATIONNAIRE
948,47.2203,0.1804,-0.0053,0.1815,-0.0036,-0.0053,-0.0042,15.0000,STATIONNAIRE
949,47.2676,0.1804,0.0007,0.1813,-0.0036,0.0007,-0.0042,15.0000,STATIONNAIRE
950,47.3149,0.1804,-0.0137,0.1810,-0.0044,-0.0137,-0.0043,15.0000,STATIONNAIRE
951,47.5499,0.1804,0.0103,0.1807,-0.0039,0.0103,-0.0042,15.0000,STATIONNAIRE
952,47.5503,0.1804,-0.0089,0.1805,-0.0044,-0.0089,-0.0041,15.0000,STATIONNAIRE
953,47.5505,0.1804,0.0031,0.1803,-0.0042,0.0031,-0.0040,15.0000,STATIONNAIRE
954,47.5507,0.1804,-0.0101,0.1801,-0.0047,-0.0101,-0.0040,15.0000,STATIONNAIRE
955,47.5691,0.1804,0.0031,0.1799,-0.0045,0.0031,-0.0039,15.0000,STATIONNAIRE
956,47.6171,0.1804,0.0031,0.1798,-0.0042,0.0031,-0.0036,15.0000,STATIONNAIRE
957,47.6651,0.1804,-0.0125,0.1797,-0.0048,-0.0125,-0.0036,15.0000,STATIONNAIRE
958,47.7129,0.1804,-0.0017,0.1795,-0.0048,-0.0017,-0.0036,15.0000,STATIONNAIRE
959,47.7605,0.1804,-0.0173,0.1794,-0.0055,-0.0173,-0.0038,15.0000,STATIONNAIRE
960,47.8082,0.1804,-0.0113,0.1792,-0.0059,-0.0113,-0.0041,15.0000,STATIONNAIRE
961,48.0594,0.1804,-0.0149,0.1791,-0.0065,-0.0149,-0.0044,15.0000,STATIONNAIRE
962,48.0598,0.1199,0.0103,0.1727,-0.0125,0.0099,-0.0672,2.5715,APPROCHE
963,48.0601,0.1027,0.0043,0.1650,-0.0199,0.0039,-0.0829,1.9905,APPROCHE
964,48.0604,0.1302,0.0007,0.1605,-0.0236,0.0005,-0.0521,3.0833,APPROCHE
965,48.0623,0.1062,0.0055,0.1539,-0.0292,0.0052,-0.0758,2.0302,APPROCHE
966,48.1106,0.1062,-0.0029,0.1477,-0.0345,-0.0032,-0.0739,1.9981,APPROCHE
967,48.1595,0.0993,0.0175,0.1412,-0.0388,0.0172,-0.0790,1.7874,APPROCHE
968,48.2229,0.0691,-0.0089,0.1321,-0.0470,-0.0093,-0.1083,1.2196,APPROCHE
969,48.2709,0.0626,0.0043,0.1229,-0.0542,0.0039,-0.1122,1.0953,APPROCHE
970,48.3192,0.0429,-0.0173,0.1122,-0.0636,-0.0177,-0.1299,0.8638,COLLISION RISK
971,48.5691,0.0429,0.0139,0.1023,-0.0702,0.0135,-0.1264,0.8095,COLLISION RISK
972,48.5696,0.0396,-0.0185,0.0927,-0.0777,-0.0188,-0.1265,0.7330,COLLISION RISK
973,48.5698,0.0364,-0.0053,0.0835,-0.0837,-0.0056,-0.1265,0.6596,COLLISION RISK
974,48.5700,0.0789,0.0055,0.0792,-0.0835,0.0055,-0.0785,1.0096,APPROCHE
975,48.5703,0.0429,0.0043,0.0718,-0.0869,0.0041,-0.1131,0.6348,COLLISION RISK
976,48.6035,0.0429,-0.0149,0.0649,-0.0903,-0.0150,-0.1092,0.5946,COLLISION RISK
977,48.6510,0.0331,-0.0113,0.0576,-0.0939,-0.0115,-0.1156,0.4981,COLLISION RISK
978,48.6991,0.0461,-0.0029,0.0522,-0.0948,-0.0030,-0.0978,0.5335,COLLISION RISK
979,48.7470,0.0364,0.0199,0.0463,-0.0950,0.0198,-0.1035,0.4479,COLLISION RISK
980,48.8111,0.0364,-0.0089,0.0410,-0.0960,-0.0089,-0.0988,0.4154,COLLISION RISK
981,49.0550,0.0494,0.0211,0.0376,-0.0935,0.0211,-0.0805,0.4675,COLLISION RISK
982,49.0555,0.0331,0.0031,0.0330,-0.0933,0.0031,-0.0929,0.3549,COLLISION RISK
983,49.0557,0.0331,0.0127,0.0288,-0.0922,0.0127,-0.0879,0.3278,COLLISION RISK
984,49.0559,0.0331,-0.0113,0.0251,-0.0918,-0.0112,-0.0832,0.3014,COLLISION RISK
985,49.0561,0.0331,0.0007,0.0218,-0.0903,0.0008,-0.0788,0.2765,COLLISION RISK
986,49.0966,0.0429,-0.0077,0.0199,-0.0879,-0.0075,-0.0643,0.3093,COLLISION RISK
987,49.1440,0.0429,-0.0065,0.0183,-0.0852,-0.0063,-0.0604,0.3027,COLLISION RISK
988,49.1912,0.0430,0.0043,0.0170,-0.0818,0.0045,-0.0563,0.3021,COLLISION RISK
989,49.2384,0.0331,0.0223,0.0150,-0.0784,0.0224,-0.0621,0.2416,COLLISION RISK
990,49.2861,0.0331,-0.0113,0.0133,-0.0766,-0.0111,-0.0578,0.2306,COLLISION RISK
991,49.5201,0.0331,0.0007,0.0119,-0.0739,0.0008,-0.0539,0.2212,COLLISION RISK
992,49.5205,0.0331,0.0007,0.0108,-0.0711,0.0009,-0.0500,0.2154,COLLISION RISK
993,49.5207,0.0331,-0.0053,0.0099,-0.0685,-0.0051,-0.0464,0.2126,COLLISION RISK
994,49.5209,0.0331,-0.0149,0.0091,-0.0663,-0.0147,-0.0431,0.2119,COLLISION RISK
995,49.5396,0.0331,-0.0089,0.0086,-0.0638,-0.0087,-0.0401,0.2146,COLLISION RISK
996,49.5869,0.0624,0.0103,0.0113,-0.0569,0.0106,-0.0063,15.0000,COLLISION RISK
997,49.6348,0.0364,-0.0101,0.0113,-0.0544,-0.0099,-0.0311,0.3623,COLLISION RISK
998,49.6826,0.0364,-0.0149,0.0114,-0.0520,-0.0147,-0.0285,0.4002,COLLISION RISK
999,49.7306,0.0364,0.0055,0.0116,-0.0487,0.0056,-0.0257,0.4518,COLLISION RISK
1000,49.7788,0.0364,-0.0101,0.0120,-0.0462,-0.0099,-0.0232,0.5165,COLLISION RISK
1001,50.0266,0.0364,0.0067,0.0124,-0.0429,0.0068,-0.0207,0.6001,COLLISION RISK
1002,50.0270,0.0364,-0.0053,0.0129,-0.0403,-0.0051,-0.0183,0.7063,COLLISION RISK
1003,50.0272,0.0396,0.0019,0.0138,-0.0370,0.0021,-0.0128,1.0834,COLLISION RISK
1004,50.0275,0.0396,0.0091,0.0148,-0.0335,0.0093,-0.0106,1.3999,COLLISION RISK
1005,50.0309,0.0298,0.0079,0.0149,-0.0313,0.0080,-0.0186,0.7982,COLLISION RISK
1006,50.0789,0.0298,0.0055,0.0150,-0.0292,0.0056,-0.0164,0.9165,COLLISION RISK
1007,50.1259,0.0429,0.0079,0.0166,-0.0255,0.0081,-0.0006,15.0000,COLLISION RISK
1008,50.1727,0.0331,-0.0244,0.0171,-0.0248,-0.0243,-0.0099,15.0000,COLLISION RISK
1009,50.2198,0.0331,0.0055,0.0176,-0.0226,0.0056,-0.0086,15.0000,COLLISION RISK
1010,50.2822,0.0331,-0.0005,0.0182,-0.0208,-0.0004,-0.0072,15.0000,COLLISION RISK
1011,50.5269,0.0331,-0.0029,0.0188,-0.0192,-0.0028,-0.0060,15.0000,COLLISION RISK
1012,50.5273,0.0331,-0.0029,0.0194,-0.0176,-0.0028,-0.0049,15.0000,COLLISION RISK
1013,50.5275,0.0331,-0.0065,0.0200,-0.0163,-0.0064,-0.0041,15.0000,COLLISION RISK
1014,50.5277,0.0429,-0.0101,0.0216,-0.0142,-0.0100,0.0068,15.0000,COLLISION RISK
1015,50.5279,0.0429,0.0091,0.0231,-0.0113,0.0092,0.0074,15.0000,COLLISION RISK
1016,50.5679,0.0429,-0.0125,0.0246,-0.0097,-0.0123,0.0078,15.0000,COLLISION RISK
1017,50.6157,0.0429,0.0103,0.0261,-0.0071,0.0104,0.0084,15.0000,COLLISION RISK
1018,50.6637,0.0298,-0.0197,0.0261,-0.0076,-0.0196,-0.0050,15.0000,COLLISION RISK
1019,50.7117,0.0298,0.0175,0.0262,-0.0063,0.0175,-0.0042,15.0000,COLLISION RISK
1020,50.7594,0.0298,-0.0113,0.0263,-0.0065,-0.0112,-0.0035,15.0000,COLLISION RISK
1021,51.0044,0.0298,0.0163,0.0263,-0.0052,0.0163,-0.0029,15.0000,COLLISION RISK
1022,51.0048,0.0298,0.0079,0.0265,-0.0044,0.0079,-0.0020,15.0000,COLLISION RISK
1023,51.0050,0.0298,0.0067,0.0266,-0.0037,0.0067,-0.0014,15.0000,COLLISION RISK
1024,51.0052,0.0298,-0.0149,0.0268,-0.0041,-0.0149,-0.0012,15.0000,COLLISION RISK
1025,51.0119,0.0429,0.0127,0.0283,-0.0016,0.0128,0.0128,15.0000,COLLISION RISK
1026,51.0590,0.0430,-0.0209,0.0297,-0.0010,-0.0208,0.0125,15.0000,COLLISION RISK
1027,51.1063,0.0593,0.0091,0.0327,0.0027,0.0092,0.0293,15.0000,COLLISION RISK
1028,51.1540,0.0331,-0.0173,0.0328,0.0019,-0.0173,0.0013,15.0000,COLLISION RISK
1029,51.2013,0.0331,0.0067,0.0329,0.0022,0.0067,0.0014,15.0000,COLLISION RISK
